Sentence_id,Text,class_label,topic
6962,"Well, people got their checks, and they'll continue to get their checks.",Yes,tax
21397,"We've got to control that growth to inflation and population increase, but not raise taxes on the American people now.",No,tax
20759,Everybody who pays taxes ought to get tax relief.,No,tax
3625,"I want to double the dividend from $3,500 to $7,000 for every dependent child in America.",No,tax
13466,"I should point out that as far as depletion allowances are concerned, the oil depletion allowance is one that provides eighty percent of all of those involved in depletion, so you're not going to get much from revenue insofar as depletion allowances are concerned, unless you move in the area that he indicated.",Yes,tax
10794,"So let's be clear about my tax plan and Senator McCain's, because we're not going to be able to deal with entitlements unless we understand the revenues coming in.",No,tax
22579,I'm going to give you a tax cut.,No,tax
28863,"If you are part of the -- of the bottom 20% or so of wage earners, then you will get an expanded earned income tax credit.",Yes,tax
16458,But with tax incentives for the low-income groups we could build up their uh - income levels uh - above the poverty level and not uh make welfare more uh - profitable than - than work.,No,tax
26208,Because you got a big tax increase.,Yes,tax
29235,"That was in large part because of tax policies that slashed taxes on the wealthy, failed to invest in the middle class, took their eyes off of Wall Street, and created a perfect storm.",Yes,tax
19192,"More than you spend for food, clothing and shelter combined for taxes under this administration.",Yes,tax
28661,"I think if you're going to have tax relief, everybody benefits.",No,tax
16847,"So where else would you raise the revenue to provide this tax relief - would you, in fact, do away with all business deductions, and what other kinds of preferences would you do away with?",No,tax
8877,"It's going to come from the dedication, by 1984, of the excise revenues that today are being collected by the Federal Government on alcohol and tobacco.",No,tax
21051,What is fair is everybody who pays taxes ought to get relief.,No,tax
29227,"But if you think you're going to make your air conditioners or your cars or your cookies or whatever you make and bring them into our country without a tax, you're wrong.",No,tax
